player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
DeVonta Smith,61100,WR,PHI,1,10,0,24,13.6,0,60.0,0.0,0,2,0.0,0,2,0,70.5,74.2,0,13,0.0,0,20,3,85.0,17,114.2,5,29.4,1,27,6,2.0,9.0,1.59,0,6.0,0,80.0,,0,0,0.0,0,1,0,72.1,63.3,0,13,0.0,0,17,4,100.0,17,83.3,5,29.4,0,20,2,0.5,5.0,1.18
Zay Flowers,97268,WR,BLT,1,10,0,3,1.5,2,50.0,0.0,0,1,0.0,0,1,0,64.7,82.4,1,19,0.0,0,5,1,60.0,3,43.8,2,66.7,0,19,18,18.0,19.0,6.33,0,9.0,1,100.0,,0,0,0.0,0,3,0,72.1,74.2,0,21,0.0,0,19,4,94.7,18,117.7,4,22.2,0,49,13,3.3,12.3,2.72
Robert Woods,7822,WR,HST,1,10,0,13,11.0,0,100.0,,0,0,0.0,0,1,0,64.7,63.4,0,13,0.0,0,12,1,91.7,11,118.8,1,9.1,0,13,2,2.0,13.0,1.18,0,7.3,0,50.0,0.0,0,1,40.0,2,2,0,28.7,61.1,0,7,0.0,0,20,3,85.0,17,56.3,6,35.3,0,18,9,3.0,6.0,1.06
Jakobi Meyers,47468,WR,LV,1,10,0,23,8.3,0,100.0,100.0,1,1,0.0,0,2,0,70.5,74.9,0,13,0.0,0,9,3,66.7,6,138.2,3,50.0,1,23,3,1.0,7.7,3.83,0,9.3,1,100.0,100.0,1,1,0.0,0,2,0,72.1,72.4,0,21,0.0,0,12,4,100.0,12,115.6,4,33.3,0,47,10,2.5,11.8,3.92
Mike Evans,8642,WR,TB,1,9,0,30,7.5,0,50.0,,0,0,50.0,1,1,0,28.8,58.6,0,11,0.0,0,2,1,100.0,2,66.7,2,100.0,0,11,4,4.0,11.0,5.5,0,13.4,0,71.4,33.3,1,3,0.0,0,1,0,73.4,65.7,0,28,0.0,0,32,5,100.0,32,133.9,7,21.9,1,55,7,1.4,11.0,1.72
Ja'Marr Chase,84270,WR,CIN,1,9,0,7,13.0,0,50.0,,0,0,0.0,0,1,0,64.7,62.8,0,4,0.0,0,12,1,91.7,11,56.3,2,18.2,0,4,2,2.0,4.0,0.36,0,9.0,2,57.1,0.0,0,1,0.0,0,2,0,73.4,72.5,0,12,0.0,0,23,4,95.7,22,70.5,7,31.8,0,35,19,4.8,8.8,1.59
Michael Pittman Jr.,29049,WR,IND,1,9,0,14,5.0,0,66.7,0.0,0,1,0.0,0,0,0,68.3,55.1,0,8,0.0,0,10,2,100.0,10,74.3,3,30.0,0,12,3,1.5,6.0,1.2,0,6.2,0,100.0,100.0,2,2,0.0,0,4,0,75.6,73.8,0,39,0.0,0,38,6,94.7,36,158.3,6,16.7,1,85,48,8.0,14.2,2.36
Davante Adams,8688,WR,LV,1,9,0,23,14.0,0,0.0,0.0,0,2,,0,0,0,,52.4,0,0,0.0,0,10,0,70.0,7,39.6,2,28.6,0,0,0,,,0.0,0,10.2,0,100.0,,0,0,0.0,0,3,0,73.4,83.7,0,18,0.0,0,15,5,100.0,15,111.7,5,33.3,0,54,3,0.6,10.8,3.6
A.J. Brown,48327,WR,PHI,1,9,0,24,7.8,0,100.0,,0,0,0.0,0,2,0,75.6,75.3,0,23,0.0,0,19,5,84.2,16,107.5,5,31.3,0,49,10,2.0,9.8,3.06,0,37.7,0,33.3,0.0,0,1,0.0,0,1,0,64.7,56.5,0,15,0.0,0,17,1,100.0,17,50.7,3,17.6,0,15,1,1.0,15.0,0.88
Keenan Allen,7857,WR,LAC,1,9,0,27,19.0,0,50.0,100.0,1,1,0.0,0,0,0,64.7,54.4,0,7,7.7,1,13,1,69.2,9,58.3,2,22.2,0,7,3,3.0,7.0,0.78,0,11.0,0,60.0,0.0,0,1,0.0,0,1,0,70.5,74.1,0,36,0.0,0,17,3,94.1,16,95.4,5,31.3,0,52,19,6.3,17.3,3.25
T.J. Hockenson,40912,TE,MIN,1,8,0,18,2.0,0,100.0,,0,0,0.0,0,0,0,64.7,59.8,0,2,0.0,0,2,1,100.0,2,79.2,1,50.0,0,2,0,0.0,2.0,1.0,0,2.9,0,100.0,,0,0,0.0,0,3,0,75.6,76.7,0,14,3.0,1,33,7,93.9,31,86.3,7,22.6,0,33,13,1.9,4.7,1.06
Brandon Aiyuk,84109,WR,SF,1,8,0,28,14.4,1,100.0,100.0,1,1,0.0,0,5,0,73.4,94.9,0,22,0.0,0,9,5,100.0,9,158.3,5,55.6,2,75,11,2.2,15.0,8.33,0,14.5,1,100.0,,0,0,0.0,0,2,0,68.3,76.1,0,23,0.0,0,17,2,100.0,17,118.8,2,11.8,0,38,9,4.5,19.0,2.24
Tutu Atwell,77965,WR,LA,1,8,0,26,22.0,0,66.7,,0,0,0.0,0,2,0,68.3,90.3,0,44,0.0,0,5,2,100.0,5,109.7,3,60.0,0,59,13,6.5,29.5,11.8,0,7.5,0,75.0,,0,0,0.0,0,3,0,70.5,70.6,0,14,0.0,0,25,3,92.0,23,105.2,4,17.4,0,39,22,7.3,13.0,1.7
Amon-Ra St. Brown,84470,WR,DET,1,8,0,11,7.3,0,100.0,,0,0,0.0,0,2,0,70.5,72.2,0,18,0.0,0,12,3,91.7,11,116.7,3,27.3,0,36,14,4.7,12.0,3.27,0,9.0,0,66.7,,0,0,0.0,0,1,0,68.3,61.1,0,21,0.0,0,17,2,100.0,17,93.8,3,17.6,0,26,1,0.5,13.0,1.53
Hayden Hurst,47294,TE,CAR,1,7,0,5,2.0,1,100.0,,0,0,0.0,0,1,0,64.7,82.4,0,4,0.0,0,3,1,66.7,2,122.9,1,50.0,1,4,2,2.0,4.0,2.0,0,10.0,0,75.0,,0,0,0.0,0,2,0,70.5,72.5,0,14,0.0,0,17,3,100.0,17,100.0,4,23.5,0,34,11,3.7,11.3,2.0
Cole Kmet,60995,TE,CHI,1,7,0,6,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,1.8,0,83.3,,0,0,0.0,0,2,0,73.4,62.5,0,15,7.1,3,42,5,88.1,37,97.2,6,16.2,0,44,30,6.0,8.8,1.19
Allen Robinson II,8696,WR,PIT,1,7,0,25,14.0,0,0.0,,0,0,,0,0,0,,55.8,0,0,0.0,0,4,0,100.0,4,39.6,1,25.0,0,0,0,,,0.0,0,8.6,1,80.0,,0,0,0.0,0,2,0,72.1,66.6,0,31,0.0,0,35,4,97.1,34,118.3,5,14.7,0,62,22,5.5,15.5,1.82
JuJu Smith-Schuster,11817,WR,NE,1,7,0,19,5.5,0,75.0,,0,0,25.0,1,1,0,36.2,56.7,0,15,0.0,0,11,3,100.0,11,93.8,4,36.4,0,28,12,4.0,9.3,2.55,0,3.0,0,50.0,,0,0,0.0,0,0,0,64.7,54.1,0,5,0.0,0,11,1,90.9,10,56.3,2,20.0,0,5,8,8.0,5.0,0.5
Michael Thomas,10681,WR,NO,1,7,0,20,8.5,0,100.0,,0,0,0.0,0,1,0,68.3,67.7,0,12,0.0,0,9,2,100.0,9,108.3,2,22.2,0,20,3,1.5,10.0,2.22,0,12.3,0,100.0,100.0,1,1,0.0,0,1,0,70.5,65.5,0,25,0.0,0,21,3,95.2,20,118.8,3,15.0,0,41,4,1.3,13.7,2.05
Zay Jones,11792,WR,JAX,1,7,0,15,8.0,0,100.0,,0,0,0.0,0,2,0,68.3,85.6,0,15,0.0,0,4,2,100.0,4,106.3,2,50.0,0,19,3,1.5,9.5,4.75,0,11.8,0,60.0,50.0,1,2,0.0,0,2,0,70.5,67.9,0,18,0.0,0,28,3,96.4,27,121.7,5,18.5,1,36,1,0.3,12.0,1.33
Jahan Dotson,84375,WR,WAS,1,7,0,32,,0,,,0,0,,0,0,0,,53.9,0,0,0.0,0,9,0,88.9,8,0.0,0,0.0,0,0,0,,,0.0,0,10.0,0,80.0,,0,0,0.0,0,2,0,72.1,65.6,1,14,0.0,0,26,4,84.6,22,57.9,5,22.7,0,37,3,0.8,9.3,1.68
Nick Westbrook-Ikhine,47861,WR,TEN,1,7,0,31,5.0,1,50.0,0.0,0,1,0.0,0,1,0,64.7,69.8,0,21,7.1,1,14,1,78.6,11,87.5,2,18.2,0,21,18,18.0,21.0,1.91,0,6.0,1,50.0,0.0,0,2,0.0,0,2,0,68.3,74.2,0,24,5.0,1,20,2,95.0,19,79.2,4,21.1,0,34,26,13.0,17.0,1.79
Tee Higgins,61211,WR,CIN,1,7,0,7,25.3,0,0.0,0.0,0,2,,0,0,0,,51.9,0,0,0.0,0,12,0,91.7,11,39.6,3,27.3,0,0,0,,,0.0,0,17.3,0,0.0,,0,0,100.0,1,0,0,28.0,45.8,0,0,0.0,0,23,0,95.7,22,39.6,4,18.2,0,0,0,,,0.0
Roschon Johnson,99467,HB,CHI,1,7,0,6,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,2.0,1,83.3,,0,0,16.7,1,0,0,45.8,52.5,0,8,17.6,3,17,5,76.5,13,86.8,6,46.2,0,29,23,4.6,5.8,2.23
Logan Thomas,8755,TE,WAS,1,7,0,32,3.0,0,50.0,0.0,0,1,0.0,0,0,0,64.7,56.9,0,6,0.0,0,6,1,100.0,6,56.3,2,33.3,0,6,2,2.0,6.0,1.0,0,7.3,0,50.0,0.0,0,1,50.0,2,0,0,28.0,45.9,0,12,8.3,2,24,2,75.0,18,62.5,4,22.2,0,18,4,2.0,9.0,1.0
George Pickens,99229,WR,PIT,1,7,0,25,15.0,0,0.0,,0,0,,0,0,0,,56.7,0,0,0.0,0,3,0,100.0,3,39.6,1,33.3,0,0,0,,,0.0,0,13.6,0,80.0,,0,0,0.0,0,1,0,72.1,57.3,0,9,0.0,0,39,4,97.4,38,93.3,5,13.2,0,32,10,2.5,8.0,0.84
Demario Douglas,104155,WR,NE,1,7,0,19,,0,,,0,0,,0,0,0,,55.3,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,0,9.8,0,75.0,,0,0,25.0,1,2,0,36.8,68.7,0,23,0.0,0,15,3,100.0,15,110.4,4,26.7,0,44,10,3.3,14.7,2.93
Darnell Mooney,48236,WR,CHI,1,7,0,6,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,12.8,0,100.0,,0,0,0.0,0,3,0,72.1,71.2,0,23,0.0,0,37,4,94.6,35,158.3,4,11.4,1,53,6,1.5,13.3,1.51
Kylen Granson,40630,TE,IND,1,6,0,14,5.0,0,50.0,,0,0,0.0,0,1,0,64.7,57.6,0,7,0.0,0,8,1,100.0,8,58.3,2,25.0,0,7,5,5.0,7.0,0.88,0,6.8,0,75.0,,0,0,0.0,0,3,0,70.5,64.9,0,14,0.0,0,27,3,96.3,26,97.9,4,15.4,0,32,21,7.0,10.7,1.23
Durham Smythe,47257,TE,MIA,1,6,0,17,,0,,,0,0,,0,0,0,,50.5,0,0,0.0,0,12,0,100.0,12,0.0,0,0.0,0,0,0,,,0.0,0,6.0,0,66.7,,0,0,0.0,0,2,0,68.3,71.0,0,18,15.0,3,20,2,85.0,17,96.5,3,17.6,0,28,23,11.5,14.0,1.65
Jaylen Warren,98692,HB,PIT,1,6,0,25,,0,,,0,0,,0,0,0,,,0,0,100.0,2,2,0,0.0,0,0.0,0,,0,0,0,,,,0,-1.6,1,80.0,,0,0,20.0,1,1,0,41.6,47.8,0,9,5.9,1,17,4,88.2,15,79.2,5,33.3,0,12,21,5.3,3.0,0.8
Rhamondre Stevenson,98689,HB,NE,1,6,0,19,-3.5,0,100.0,,0,0,0.0,0,0,0,68.3,62.3,0,2,41.7,5,12,2,58.3,7,79.2,2,28.6,0,4,11,5.5,2.0,0.57,0,-0.7,2,100.0,,0,0,0.0,0,3,0,70.5,71.5,0,32,18.2,4,22,3,81.8,18,118.8,3,16.7,0,55,57,19.0,18.3,3.06
Hunter Henry,10669,TE,NE,1,6,0,19,,0,,,0,0,,0,0,0,,51.3,0,0,0.0,0,12,0,100.0,12,0.0,0,0.0,0,0,0,,,0.0,0,12.3,0,100.0,100.0,2,2,0.0,0,3,0,70.5,80.9,0,13,4.5,1,22,3,90.9,20,149.3,3,15.0,1,31,1,0.3,10.3,1.55
Elijah Moore,84302,WR,CLV,1,6,0,8,11.3,1,50.0,0.0,0,1,0.0,0,1,0,68.3,72.5,0,33,0.0,0,12,2,100.0,12,82.3,4,33.3,0,37,6,3.0,18.5,3.08,0,11.0,0,50.0,,0,0,0.0,0,1,0,64.7,54.1,1,6,0.0,0,15,1,100.0,15,16.7,2,13.3,0,6,2,2.0,6.0,0.4
Terrace Marshall Jr.,84271,WR,CAR,1,6,0,5,12.0,0,0.0,,0,0,,0,0,0,,53.7,1,0,0.0,0,10,0,80.0,8,0.0,1,12.5,0,0,0,,,0.0,0,19.0,0,25.0,,0,0,0.0,0,1,0,64.7,56.9,0,12,0.0,0,19,1,100.0,19,39.6,4,21.1,0,12,1,1.0,12.0,0.63
Chris Godwin,11839,WR,TB,1,6,0,30,,0,,,0,0,,0,0,0,,57.2,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,6.0,1,83.3,100.0,1,1,0.0,0,4,0,73.4,71.4,0,16,0.0,0,30,5,100.0,30,102.1,6,20.0,0,51,12,2.4,10.2,1.7
Jaylen Waddle,84088,WR,MIA,1,6,0,17,5.0,0,100.0,,0,0,0.0,0,1,0,64.7,73.8,0,35,0.0,0,10,1,100.0,10,118.8,1,10.0,0,35,30,30.0,35.0,3.5,0,11.8,0,75.0,,0,0,0.0,0,2,0,70.5,78.9,0,22,0.0,0,13,3,100.0,13,109.4,4,30.8,0,43,9,3.0,14.3,3.31
Josh Reynolds,11872,WR,DET,1,6,0,11,6.3,1,66.7,,0,0,33.3,1,2,0,29.9,71.7,0,33,0.0,0,10,2,90.0,9,109.7,3,33.3,0,41,20,10.0,20.5,4.56,0,17.0,0,66.7,,0,0,0.0,0,2,0,68.3,70.8,0,21,0.0,0,14,2,100.0,14,109.7,3,21.4,0,39,8,4.0,19.5,2.79
James Cook,83666,HB,BUF,1,6,0,4,11.0,0,50.0,0.0,0,1,0.0,0,0,0,64.7,56.4,0,4,12.5,1,8,1,87.5,7,56.3,2,28.6,0,4,3,3.0,4.0,0.57,0,6.0,0,0.0,,0,0,,0,0,0,,53.0,0,0,0.0,0,11,0,100.0,11,39.6,1,9.1,0,0,0,,,0.0
George Kittle,11901,TE,SF,1,6,0,28,21.0,0,0.0,,0,0,,0,0,0,,52.6,0,0,12.5,1,8,0,87.5,7,39.6,1,14.3,0,0,0,,,0.0,0,3.0,1,75.0,0.0,0,1,0.0,0,1,0,70.5,67.3,0,11,11.8,2,17,3,88.2,15,84.4,4,26.7,0,19,16,5.3,6.3,1.27
Bijan Robinson,123126,HB,ATL,1,6,0,2,-6.0,0,100.0,,0,0,0.0,0,0,0,64.7,63.9,0,-6,33.3,1,3,1,66.7,2,79.2,1,50.0,0,-6,0,0.0,-6.0,-3.0,0,-3.3,1,100.0,,0,0,0.0,0,1,0,70.5,65.3,0,17,7.1,1,14,3,92.9,13,101.4,3,23.1,0,25,35,11.7,8.3,1.92
Jordan Addison,123000,WR,MIN,1,6,0,18,,0,,,0,0,,0,0,0,,57.7,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,13.6,0,80.0,0.0,0,1,0.0,0,2,0,72.1,68.3,0,39,0.0,0,27,4,96.3,26,157.1,5,19.2,1,61,3,0.8,15.3,2.35
Rashid Shaheed,63707,WR,NO,1,6,0,20,18.7,0,100.0,,0,0,0.0,0,2,0,70.5,88.5,0,41,0.0,0,7,3,100.0,7,158.3,3,42.9,1,59,4,1.3,19.7,8.43,0,11.5,0,50.0,,0,0,0.0,0,0,0,64.7,55.2,0,8,0.0,0,13,1,100.0,13,60.4,2,15.4,0,8,1,1.0,8.0,0.62
Calvin Austin III,61418,WR,PIT,1,6,0,25,,0,,,0,0,,0,0,0,,58.2,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,3.0,3,100.0,100.0,2,2,0.0,0,1,0,73.4,66.1,0,13,0.0,0,25,5,96.0,24,90.0,5,20.8,0,28,13,2.6,5.6,1.17
K.J. Osborn,23503,WR,MIN,1,6,0,18,19.0,0,100.0,,0,0,0.0,0,1,0,64.7,71.6,0,19,0.0,0,4,1,100.0,4,118.8,1,25.0,0,19,0,0.0,19.0,4.75,0,8.8,0,40.0,33.3,1,3,33.3,1,0,0,29.9,46.6,1,6,0.0,0,37,2,97.3,36,8.3,5,13.9,0,12,2,1.0,6.0,0.33
Jake Ferguson,61081,TE,DAL,1,6,0,9,2.8,0,50.0,100.0,1,1,50.0,2,0,0,27.3,40.1,0,9,22.2,2,9,2,77.8,7,56.3,4,57.1,0,11,7,3.5,5.5,1.57,0,13.0,0,0.0,0.0,0,1,,0,0,0,,53.8,0,0,0.0,0,4,0,100.0,4,39.6,1,25.0,0,0,0,,,0.0
Deon Jackson,57189,HB,IND,1,6,0,14,,0,,,0,0,,0,0,0,,53.5,0,0,12.5,1,8,0,87.5,7,0.0,0,0.0,0,0,0,,,0.0,0,-1.3,0,83.3,,0,0,16.7,1,0,1,45.8,28.1,0,8,8.3,2,24,5,91.7,22,79.2,6,27.3,0,14,22,4.4,2.8,0.64
Diontae Johnson,33441,WR,PIT,1,6,0,25,14.0,0,50.0,,0,0,0.0,0,1,0,64.7,90.0,1,26,0.0,0,2,1,100.0,2,56.3,2,100.0,0,26,21,21.0,26.0,13.0,0,11.8,0,50.0,,0,0,0.0,0,1,0,68.3,61.8,0,15,0.0,0,17,2,100.0,17,66.7,4,23.5,0,22,5,2.5,11.0,1.29
Deebo Samuel,48274,WR,SF,1,6,0,28,,0,,,0,0,,0,0,0,,53.4,0,0,0.0,0,10,0,100.0,10,0.0,0,0.0,0,0,0,,,0.0,0,8.0,1,80.0,,0,0,0.0,0,2,0,72.1,68.5,0,22,0.0,0,20,4,100.0,20,104.2,5,25.0,0,45,10,2.5,11.3,2.25
Rashee Rice,97605,WR,KC,1,5,0,16,14.0,0,0.0,,0,0,,0,0,0,,55.6,0,0,0.0,0,5,0,100.0,5,39.6,2,40.0,0,0,0,,,0.0,0,6.5,0,100.0,,0,0,0.0,0,1,0,68.3,84.9,0,25,0.0,0,4,2,100.0,4,118.8,2,50.0,0,28,15,7.5,14.0,7.0
Javonte Williams,77803,HB,DEN,1,5,0,10,,0,,,0,0,,0,0,0,,59.9,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,-1.8,0,80.0,,0,0,0.0,0,0,0,72.1,66.9,0,7,28.6,4,14,4,71.4,10,79.2,5,50.0,0,5,15,3.8,1.3,0.5
Austin Ekeler,12164,HB,LAC,1,5,0,27,2.0,0,100.0,,0,0,0.0,0,0,0,64.7,59.8,0,4,0.0,0,4,1,100.0,4,83.3,1,25.0,0,4,2,2.0,4.0,1.0,0,4.7,0,66.7,,0,0,0.0,0,1,0,68.3,67.3,0,35,0.0,0,11,2,100.0,11,107.6,3,27.3,0,36,37,18.5,18.0,3.27
Ezekiel Elliott,10638,HB,NE,1,5,0,19,-5.0,0,100.0,,0,0,0.0,0,0,0,64.7,60.2,0,6,0.0,0,6,1,100.0,6,91.7,1,16.7,0,6,11,11.0,6.0,1.0,0,-1.7,0,100.0,,0,0,0.0,0,0,1,70.5,29.1,0,4,0.0,0,9,3,100.0,9,79.2,3,33.3,0,4,9,3.0,1.3,0.44
Travis Etienne Jr.,57185,HB,JAX,1,5,0,15,,0,,,0,0,,0,0,0,,54.8,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,0,-1.2,1,100.0,,0,0,0.0,0,0,0,73.4,64.1,0,10,4.0,1,25,5,92.0,23,89.2,5,21.7,0,27,33,6.6,5.4,1.17
Marquise Brown,61568,WR,ARZ,1,5,0,1,8.7,0,33.3,100.0,1,1,0.0,0,1,0,64.7,63.5,0,9,0.0,0,12,1,100.0,12,42.4,3,25.0,0,9,1,1.0,9.0,0.75,0,11.0,0,100.0,,0,0,0.0,0,1,0,68.3,62.2,0,11,0.0,0,17,1,82.4,14,112.5,1,7.1,0,11,0,0.0,11.0,0.79
Jonathan Mingo,97774,WR,CAR,1,5,0,5,9.0,0,100.0,,0,0,0.0,0,1,0,64.7,65.3,0,9,0.0,0,9,1,77.8,7,104.2,1,14.3,0,9,0,0.0,9.0,1.29,0,11.0,0,33.3,100.0,1,1,0.0,0,0,0,64.7,54.7,0,8,0.0,0,18,1,100.0,18,42.4,3,16.7,0,8,0,0.0,8.0,0.44
Irv Smith Jr.,42060,TE,CIN,1,5,0,7,0.0,0,0.0,,0,0,100.0,1,0,0,27.9,31.5,0,0,0.0,0,8,0,100.0,8,39.6,1,12.5,0,0,0,,,0.0,0,2.8,1,75.0,,0,0,0.0,0,0,0,70.5,54.4,0,8,0.0,0,16,3,93.8,15,82.3,4,26.7,0,17,6,2.0,5.7,1.13
Courtland Sutton,48164,WR,DEN,1,5,0,10,,0,,,0,0,,0,0,0,,56.2,0,0,0.0,0,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,0,8.3,0,75.0,100.0,1,1,0.0,0,1,0,70.5,63.3,0,15,0.0,0,25,3,88.0,22,92.7,4,18.2,0,27,4,1.3,9.0,1.23
Darren Waller,9637,TE,NYG,1,5,0,21,9.3,0,75.0,0.0,0,1,0.0,0,2,0,70.5,74.8,1,22,0.0,0,13,3,100.0,13,62.5,4,30.8,0,36,12,4.0,12.0,2.77,0,5.0,0,0.0,0.0,0,1,,0,0,0,,53.0,0,0,8.3,1,12,0,83.3,10,39.6,1,10.0,0,0,0,,,0.0
