player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Darren Waller,9637,TE,LV,1,18,0,23,10.6,1,44.4,0.0,0,2,20.0,1,3,0,45.8,71.0,0,24,9.4,3,32,4,84.4,27,100.2,9,33.3,1,52,14,3.5,13.0,1.93,0,10.8,0,62.5,100.0,1,1,16.7,1,1,0,45.8,62.8,0,13,4.8,1,21,5,95.2,20,79.7,8,40.0,0,49,27,5.4,9.8,2.45
Amari Cooper,9437,WR,DAL,1,17,0,9,12.0,0,66.7,100.0,1,1,0.0,0,2,0,68.3,84.6,0,21,0.0,0,8,2,87.5,7,133.3,3,42.9,2,26,0,0.0,13.0,3.71,0,8.6,2,75.0,50.0,1,2,0.0,0,5,0,77.3,68.5,0,28,0.0,0,44,9,93.2,41,98.3,12,29.3,0,97,25,2.8,10.8,2.37
Tyreek Hill,10799,WR,KC,1,15,0,16,15.3,0,66.7,,0,0,0.0,0,2,0,68.3,81.4,0,11,0.0,0,7,2,85.7,6,81.3,3,50.0,0,17,0,0.0,8.5,2.83,0,15.9,0,75.0,0.0,0,2,0.0,0,6,0,77.3,90.6,0,75,0.0,0,31,9,93.5,29,144.4,12,41.4,1,180,49,5.4,20.0,6.21
CeeDee Lamb,61570,WR,DAL,1,15,0,9,16.0,0,50.0,,0,0,0.0,0,1,0,64.7,81.4,0,22,0.0,0,5,1,100.0,5,129.2,2,40.0,1,22,6,6.0,22.0,4.4,0,12.4,1,33.3,,0,0,40.0,2,2,0,28.6,63.4,1,22,2.4,1,42,3,83.3,35,6.9,9,25.7,0,36,19,6.3,12.0,1.03
Chris Godwin,11839,WR,TB,1,13,0,30,8.7,1,66.7,,0,0,0.0,0,4,0,72.1,83.4,0,24,0.0,0,20,4,100.0,20,136.8,6,30.0,1,57,31,7.8,14.3,2.85,0,9.9,3,71.4,,0,0,28.6,2,3,1,29.2,49.6,0,17,0.0,0,27,5,100.0,27,90.2,7,25.9,0,48,24,4.8,9.6,1.78
Cole Beasley,7330,WR,BUF,1,12,0,4,,0,,,0,0,,0,0,0,,52.8,0,0,0.0,0,12,0,75.0,9,0.0,0,0.0,0,0,0,,,0.0,0,5.9,1,66.7,0.0,0,1,11.1,1,1,0,54.5,57.9,0,12,0.0,0,43,8,93.0,40,78.5,12,30.0,0,60,26,3.3,7.5,1.5
Mike Williams,11762,WR,LAC,1,12,0,27,11.5,0,50.0,66.7,2,3,0.0,0,1,0,70.5,78.4,0,20,0.0,0,18,2,88.9,16,70.8,4,25.0,0,26,3,1.5,13.0,1.63,0,10.5,0,66.7,0.0,0,1,33.3,2,3,0,28.7,66.6,0,18,0.0,0,18,4,94.4,17,91.7,6,35.3,0,49,16,4.0,12.3,2.88
DJ Chark Jr.,47702,WR,JAX,1,12,0,15,,0,,,0,0,,0,0,0,,57.8,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,15.7,0,22.2,50.0,1,2,50.0,2,2,0,27.3,65.1,1,41,0.0,0,39,2,94.9,37,56.0,9,24.3,1,68,11,5.5,34.0,1.84
Stefon Diggs,9579,WR,BUF,1,12,0,4,8.3,0,75.0,0.0,0,1,0.0,0,1,0,72.1,66.0,0,9,0.0,0,13,3,76.9,10,88.5,4,40.0,0,23,10,3.3,7.7,2.3,0,11.3,0,85.7,,0,0,0.0,0,3,0,75.6,69.2,0,13,0.0,0,42,6,92.9,39,94.0,7,17.9,0,46,10,1.7,7.7,1.18
Keenan Allen,7857,WR,LAC,1,12,0,27,5.8,0,75.0,,0,0,0.0,0,3,0,70.5,71.0,0,9,0.0,0,17,3,88.2,15,87.5,4,26.7,0,22,11,3.7,7.3,1.47,0,11.0,2,71.4,100.0,1,1,16.7,1,4,1,49.2,79.4,0,17,0.0,0,18,5,94.4,17,103.9,7,41.2,0,71,29,5.8,14.2,4.18
