player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Sam Howell,97599,QB,WAS,1,83.7,49,52,8.0,2.48,1,3,5.6,75.0,39,0,18,4.9,55,2,21,32,37.7,67.7,65.5,67.2,0,1,57,1,5.6,114.0,1.8,1,2,0,2,4,3,5.3,397,7.6
Tua Tagovailoa,60326,QB,MIA,1,76.7,43,44,7.7,2.16,0,2,4.3,65.9,29,0,6,12.1,48,4,17,17,81.0,72.4,71.5,60.8,0,1,51,0,33.3,99.1,4.2,2,2,0,1,3,2,3.9,304,6.9
Baker Mayfield,46518,QB,TB,1,73.0,37,42,8.3,2.97,1,1,2.2,59.5,25,0,21,7.4,48,2,11,30,80.6,70.3,69.7,59.5,2,0,53,0,14.3,91.1,6.3,3,3,0,2,2,1,1.9,237,5.6
Gardner Minshew,41401,QB,IND,1,68.6,35,41,8.0,2.9,1,1,2.3,56.1,23,0,19,4.2,44,1,11,14,80.0,63.1,61.1,63.3,1,1,47,1,10.5,76.6,4.5,2,1,0,4,2,1,2.1,213,5.2
Jordan Love,40306,QB,GB,1,70.0,40,41,9.5,2.8,0,2,4.3,58.5,24,0,13,14.3,49,4,14,12,80.8,63.7,68.2,46.3,0,1,54,1,30.8,72.2,8.2,4,4,0,1,1,1,1.9,230,5.6
Josh Allen,46601,QB,BUF,1,79.5,39,40,6.2,2.36,0,0,0.0,77.5,31,0,9,0.0,46,0,18,4,80.6,90.4,85.1,79.5,0,1,47,2,22.2,106.7,4.3,2,4,0,1,2,0,0.0,324,8.1
Justin Herbert,28237,QB,LAC,1,86.1,36,40,5.1,2.46,1,1,2.4,77.5,31,0,8,0.0,41,0,18,27,79.8,62.5,63.3,54.5,1,0,45,0,0.0,122.8,0.0,0,1,0,2,3,1,2.2,299,7.5
Patrick Mahomes,11765,QB,KC,1,77.1,35,38,7.3,3.41,0,2,5.1,63.2,24,0,20,11.1,45,3,13,16,29.8,64.5,63.6,61.4,2,2,48,0,15.0,59.3,6.7,3,3,0,1,0,2,4.2,242,6.4
Jalen Hurts,40291,QB,PHI,1,82.9,35,38,7.7,3.03,0,0,0.0,76.3,29,0,15,0.0,41,0,18,24,29.4,69.8,74.3,40.1,0,0,42,0,13.3,135.7,4.9,2,1,0,3,4,0,0.0,319,8.4
Geno Smith,7820,QB,SEA,1,63.9,36,37,8.1,2.56,0,2,5.3,62.2,23,0,19,0.0,39,0,12,29,28.8,57.5,57.4,58.9,0,2,40,0,5.3,78.0,2.6,1,0,0,1,2,2,5.0,254,6.9
Jared Goff,10635,QB,DET,1,87.5,32,37,4.5,2.45,1,1,2.6,70.3,26,0,14,7.1,37,2,17,11,79.4,84.4,82.0,65.7,1,1,38,1,0.0,89.0,0.0,0,0,0,3,1,1,2.6,272,7.4
Joshua Dobbs,11890,QB,ARZ,1,74.3,35,37,7.9,2.68,1,1,2.6,67.6,25,0,14,3.8,41,1,13,1,32.0,51.3,44.3,76.4,0,2,45,0,14.3,77.3,4.9,2,2,0,1,2,3,6.7,208,5.6
