PLAYER NAME,TEAM,TT,CAY,IAY,AYD,AGG%,LCAD,AYTS,ATT,YDS,TD,INT,RATE,COMP%,xCOMP%,+/-
Jameis Winston,CLE,2.62,9.6,10.5,-0.9,17.1,48.8,1.3,41,334,3,0,115.3,65.9,64.1,1.7
Baker Mayfield,TB,2.75,3.8,6.8,-3,8,34.6,-2.4,50,330,3,2,94.6,74,66.1,7.9
Jayden Daniels,WAS,3.39,10.7,12.4,-1.7,15.8,65.9,4.1,38,326,1,0,92.7,55.3,57.2,-2
Trevor Lawrence,JAX,2.64,8.4,9.1,-0.7,15.6,40.9,0.6,32,308,2,1,104.7,65.6,65,0.7
Kyler Murray,ARI,3.22,8.4,9.1,-0.7,11.1,44.8,-0.5,36,307,2,0,116.3,72.2,63.4,8.8
Lamar Jackson,BAL,3.53,6.7,10.9,-4.2,18.4,39.8,1.5,38,289,2,0,101.8,60.5,59.9,0.7
C.J. Stroud,HOU,3.04,6.9,8.3,-1.4,16.2,39.4,0,37,285,1,0,99.5,67.6,59.1,8.5
Bo Nix,DEN,2.98,6.4,10.7,-4.3,5.4,34.5,3.2,37,284,3,0,124.2,75.7,68.6,7
Josh Allen,BUF,2.79,5,6.3,-1.3,14.7,38.7,-3.2,34,283,2,1,102.9,70.6,66.2,4.4
Justin Herbert,LAC,3.2,8,7.7,0.3,12.5,42.9,-1.3,32,279,2,0,111.3,62.5,62,0.5
Matthew Stafford,LAR,2.72,6,7.9,-1.9,11.8,40.3,-0.9,34,279,4,1,124.5,73.5,74,-0.5
Russell Wilson,PIT,3.02,8.5,10.4,-1.9,7.1,51,1.1,28,278,1,0,114.9,71.4,66.4,5
Kirk Cousins,ATL,2.57,4.8,6.5,-1.8,10.3,35.7,-3.5,29,276,4,0,145.9,79.3,69,10.3
Mason Rudolph,TEN,2.86,8,9.9,-1.8,18.4,45.7,1.5,38,266,1,2,66.3,57.9,58.9,-1
Daniel Jones,NYG,2.6,6.1,8.5,-2.4,5.3,40.4,-0.8,38,264,0,1,72.7,63.2,67.8,-4.6
Patrick Mahomes,KC,2.91,5.5,7.3,-1.8,5.3,29.5,-0.7,38,262,2,1,96.6,71.1,69.4,1.6
Brock Purdy,SF,2.98,6.1,7.6,-1.4,3.8,37.3,-2.4,26,260,1,0,114.3,69.2,72.7,-3.4
Dak Prescott,DAL,3,5.9,9.3,-3.4,21.1,39.9,1.5,38,243,2,2,79.2,65.8,63.1,2.7
Sam Darnold,MIN,3,8.5,9.5,-0.9,16,37.7,0.1,25,240,2,0,128.8,72,63.3,8.7
Jalen Hurts,PHI,2.93,10.5,10.1,0.4,35,59.3,0.6,20,236,1,0,132.5,80,59.8,20.2
Joe Burrow,CIN,2.64,5.9,8,-2,16.2,40.4,-0.4,37,234,1,1,84.7,70.3,65.5,4.7
Tua Tagovailoa,MIA,2.3,3.5,5.3,-1.7,18.4,34.7,-2.5,38,234,1,0,97.9,73.7,68.4,5.3
Aaron Rodgers,NYJ,3.13,9.5,10.1,-0.6,28.6,46.1,2.6,28,233,2,0,111.2,60.7,53.2,7.5
Bryce Young,CAR,2.57,4.7,8.4,-3.6,16.2,46.5,-1,37,224,2,2,76.9,64.9,58.3,6.6
Geno Smith,SEA,2.8,3.3,3.9,-0.5,6.9,29.2,-6.1,29,212,0,1,78.5,72.4,76.3,-3.9
Gardner Minshew,LV,2.49,4.4,4.6,-0.2,20,30.1,-3.9,30,209,2,0,117.9,80,67,13
Jordan Love,GB,3.02,7.2,10.8,-3.6,22.7,36.3,2,22,196,0,1,73.3,63.6,58.6,5
Anthony Richardson,IND,3.01,8.2,16.1,-7.8,40.6,41.4,6.4,32,175,1,1,48.3,31.3,47.2,-16
Spencer Rattler,NO,2.71,5.9,6.7,-0.8,4.2,29.9,-4.8,24,156,0,0,70.8,50,64.3,-14.3
Jacoby Brissett,NE,2.82,4.4,7.5,-3,25,42.9,-2.4,24,132,0,0,77.1,62.5,64.3,-1.8
Caleb Williams,CHI,3.19,8.2,13.3,-5.1,20.8,42.4,4.9,24,131,0,0,59.5,41.7,50.5,-8.8
Jake Haener,NO,2.55,9.4,9.9,-0.4,11.8,42.2,1.3,17,122,0,0,76.1,52.9,56.2,-3.3
Jared Goff,DET,2.65,1.3,3.3,-2,26.7,24.6,-3.2,15,85,3,0,129.9,80,65.8,14.2
