"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Saquon Barkley","NYG","rb","9","HST","22.5","8600","0","0","0","0","0","0","17.401","78.6931","0.7972","5.5749","4.6051","31.774","0.1987","0.1601","0.08","0.0198","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Derrick Henry","TEN","rb","6","DEN","21.5","8300","0","0","0","0","0","0","22.9527","100.2465","0.9526","2.9237","2.3562","16.0213","0.0579","0.1894","0.0947","0.0226","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Christian McCaffrey","SF","rb","9","LAC","21.2","9400","0","0","0","0","0","0","18.062","81.8691","0.7463","4.4056","3.6523","29.0739","0.18","0.1452","0.0726","0.0127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Tyreek Hill","MIA","wr","11","CLV","23","9100","0","0","0","0","0","0","0.804","3.8215","0.0472","10.1091","7.2069","96.002","0.695","0.0752","0.0376","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Cooper Kupp","LA","wr","7","ARZ","22.6","9000","0","0","0","0","0","0","0.5372","2.7647","0.023","9.798","7.6136","92.4129","0.6777","0.0755","0.0377","0.0178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Austin Ekeler","LAC","rb","8","@SF","17.5","8400","0","0","0","0","0","0","12.8048","50.0783","0.3409","6.2657","5.2193","35.9318","0.218","0.2211","0.1105","0.041","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Dalvin Cook","MIN","rb","7","@BUF","17.2","8000","0","0","0","0","0","0","17.5162","75.8961","0.5411","3.7837","3.1637","19.9187","0.0855","0.2332","0.1166","0.0392","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Alvin Kamara","NO","rb","14","@PIT","16.9","7400","0","0","0","0","0","0","14.7282","59.81","0.4531","4.7559","3.8442","30.0332","0.159","0.1025","0.0513","0.0007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","Kenneth Walker III","SEA","rb","11","@TB","16.4","0","0","0","0","0","0","0","17.7935","82.8636","0.5945","2.448","2.037","12.494","0.048","0.1066","0.0533","0.0164","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Jonathan Taylor","IND","rb","14","@LV","16.2","7500","0","0","0","0","0","0","16.0251","70.3073","0.567","3.4901","2.8818","18.0959","0.0906","0.1673","0.0837","0.0027","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
